id	ZONA	Neighborhood	Street	Start date and time	End date and time	Direction	Reference	Status
2628	Zona Norte	Freguesia do Ó	AV ANTONIO MUNHOZ BONILHA	2016/11/16 19:46	2016/11/16 19:55	AMBOS	ALTURA DO NÚMERO 42	Inativo Intransitável
2629	Centro	Sé	AV VINTE E TRES DE MAIO	2016/11/16 19:54	2016/11/17 19:53	SANTANA/AEROPORTO	PC DA BANDEIRA	Inativo Transitável
2630	Zona Leste	Guaianases	R GETULINA	2016/11/16 18:46	2016/11/16 20:41	UNICO	R BELMIRO VALVERDE	Inativo Intransitável
2631	Zona Leste	Itaim Paulista	R CORREGO BONITO	2016/11/16 18:59	2016/11/16 20:42	UNICO	ALTURA DO NÚMERO 16	Inativo Intransitável
2632	Zona Leste	Penha	R DR LUIZ AYRES	2016/11/16 19:04	2016/11/16 20:06	CENTRO/BAIRRO	AV AGUIA DE HAIA	Inativo Intransitável
2633	Zona Leste	Penha	R DR LUIZ AYRES	2016/11/16 19:12	2016/11/16 19:20	CENTRO/BAIRRO	AV PDE ESTANISLAU DE CAMPOS	Inativo Transitável
2634	Centro	Sé	AL SANTOS	2016/11/15 18:37	2016/11/16 00:14	UNICO - ÚNICA	R PEIXOTO GOMIDE	Inativo Transitável
2635	Zona Norte	Casa Verde	AV ANTONIO MUNHOZ BONILHA	2016/11/14 07:23	2016/11/14 07:54	AMBOS	ALTURA DO NÚMERO 93	Inativo Transitável
2636	Zona Norte	Santana	MARGINAL TIETE ASCB EXPRESSA,	2016/11/14 07:28	2016/11/14 15:57	A SENNA/CASTELO B - CENTRAL	PTE GOV ORESTES QUERCIA	Inativo Transitável
2637	Zona Norte	Santana	MARGINAL TIETE CBAS CENTRAL,	2016/11/14 07:33	2016/11/14 15:57	CASTELO B/A SENNA - CENTRAL	PTE GOV ORESTES QUERCIA	Inativo Transitável
2638	Centro	Sé	AV ASSIS CHATEAUBRIAND	2016/11/14 06:53	2016/11/14 09:20	BAIRRO/CENTRO	PTE DAS BANDEIRAS	Inativo Transitável
2639	Centro	Sé	PC DA BANDEIRA	2016/11/14 07:09	2016/11/14 15:30	BAIRRO/CENTRO - ÚNICA	ALTURA DO NÚMERO 15	Inativo Transitável
2640	Centro	Sé	PC MAL DEODORO	2016/11/14 10:16	2016/11/14 15:32	CENTRO/BAIRRO	R DR ALBUQUERQUE LINS (S CECILIA)	Inativo Transitável
2641	Zona Oeste	Butantã	AV VITAL BRASIL	2016/11/14 09:48	2016/11/14 11:18	BAIRRO/CENTRO	PC JORGE DE LIMA	Inativo Intransitável
2642	Zona Oeste	Lapa	R PALESTRA ITALIA	2016/11/14 07:20	2016/11/14 08:30	UNICO	ALTURA DO NÚMERO 203	Inativo Intransitável
2643	Zona Oeste	Lapa	R EMILIO GOELDI	2016/11/14 08:43	2016/11/14 15:58	AMBOS	ALTURA DO NÚMERO 182	Inativo Transitável
2644	Zona Oeste	Pinheiros	AV MAGALHAES DE CASTRO	2016/11/14 06:58	2016/11/14 08:48	BAIRRO/CENTRO	PTE ENG ROBERTO ROSSI ZUCCOLO	Inativo Transitável
2645	Zona Oeste	Pinheiros	AV DAS NACOES UNIDAS	2016/11/14 07:26	2016/11/14 15:17	INTERLAGOS/CASTELO - ESQUERDA	R SUMIDOURO	Inativo Transitável
2646	Zona Oeste	Pinheiros	AV DAS NACOES UNIDAS	2016/11/14 07:36	2016/11/14 07:40	INTERLAGOS/CASTELO	AV CIDADE JARDIM	Inativo Transitável
2647	Zona Oeste	Pinheiros	PC DA BANDEIRA	2016/11/14 07:56	2016/11/14 08:50	BAIRRO/CENTRO - ÚNICA	ALTURA DO NÚMERO 15	Inativo Transitável
2648	Zona Leste	Aricanduva/ Vila Formosa	AV ARICANDUVA	2016/11/14 14:36	2016/11/14 14:51	ITAQUERA/MARGINAL - EXPRESSA	R MANILHA	Inativo Transitável
2649	Zona Leste	Aricanduva/ Vila Formosa	AV ARICANDUVA	2016/11/14 18:29	2016/11/14 18:44	ITAQUERA/MARGINAL - EXPRESSA	R MANILHA	Inativo Transitável
2650	Zona Sul	Santo Amaro	AV DAS NACOES UNIDAS	2016/11/14 06:46	2016/11/14 15:17	INTERLAGOS/CASTELO - LOCAL	R OLIVIA FEDER	Inativo Transitável
2651	Centro	Sé	AV DO ESTADO	2016/11/13 15:07	2016/11/13 15:30	SANTANA/IPIRANGA - EXPRESSA	VD ANTONIO NAKASHIMA	Inativo Transitável
2652	Centro	Sé	R BRIG TOBIAS	2016/11/10 08:30	2016/11/11 04:17	BAIRRO/CENTRO	ALTURA DO NÚMERO 780	Inativo Transitável
2653	Zona Sul	Santo Amaro	AV DAS NACOES UNIDAS	2016/11/10 18:20	2016/11/10 19:18	INTERLAGOS/CASTELO - LOCAL	R ACARI	Inativo Transitável
2654	Zona Norte	Casa Verde	MARGINAL TIETE	2016/11/09 18:30	2016/11/09 19:26	AS/CB - CENTRAL	PTE JORN WALTER ABRAHAO	Inativo Transitável
2655	Zona Norte	Vila Maria/ Vila Guilherme	AV MORVAN DIAS DE FIGUEIREDO,	2016/11/09 18:38	2016/11/09 19:26	AS/CB - LOCAL	R DA COROA	Inativo Transitável
2656	Zona Norte	Vila Maria/ Vila Guilherme	AV MORVAN DIAS DE FIGUEIREDO	2016/11/09 18:42	2016/11/09 22:27	AS/CB - LOCAL	PTE DA VILA GUILHERME	Inativo Transitável
2657	Zona Norte	Vila Maria/ Vila Guilherme	MARGINAL TIETE	2016/11/09 18:52	2016/11/09 19:51	AS/CB - EXP	PTE DA VILA GUILHERME	Inativo Transitável
2658	Zona Norte	Vila Maria/ Vila Guilherme	R CEL MARQUES RIBEIRO	2016/11/09 20:27	2016/11/10 20:20	AMBOS	ALTURA DO NÚMERO 325	Inativo Intransitável
2659	Zona Norte	Santana	R FILOMENA PARMIGIANI FIORDA,	2016/11/09 18:07	2016/11/09 19:24	UNICO	R BENTO BRANCO DE ANDRADE FILHO	Inativo Intransitável
2660	Centro	Sé	R SEN FEIJO,	2016/11/09 18:27	2016/11/09 19:51	ÚNICO	R CRISTOVAO COLOMBO	Inativo Transitável
2661	Zona Oeste	Butantã	AV DAS NACOES UNIDAS,	2016/11/09 18:05	2016/11/09 20:14	INT/CB - LOCAL	R JAIME DE OLIVEIRA SOUZA	Inativo Intransitável
2662	Zona Leste	Itaquera	R DR LUIZ AYRES	2016/11/09 18:47	2016/11/09 19:26	BAIRRO/CENTRO	ALTURA DO NÚMERO 2650	Inativo Intransitável
2663	Zona Leste	Mooca	AV CELSO GARCIA,	2016/11/09 18:38	2016/11/09 19:22	CENTRO/BAIRRO	R JOSE DE ALENCAR	Inativo Transitável
2664	Zona Leste	Mooca	AV CELSO GARCIA	2016/11/09 18:39	2016/11/09 19:29	CENTRO/BAIRRO	PC MAJ GUILHERME RUDGE	Inativo Transitável
2665	Zona Leste	Mooca	AV CELSO GARCIA,	2016/11/09 18:42	2016/11/09 20:30	CENTRO/BAIRRO	R S LEOPOLDO	Inativo Transitável
2666	Zona Leste	Mooca	MARGINAL TIETE	2016/11/09 19:59	2016/11/09 22:10	CB/AS - EXP	PTE PRES JANIO QUADROS	Inativo Transitável
2667	Zona Sul	Cidade Ademar	AV INTERLAGOS,	2016/11/09 18:36	2016/11/10 18:20	AMBOS	R ENG DAGOBERTO SALLES FILHO	Inativo Intransitável
2668	Zona Sul	M'Boi Mirim	AV ELLIS MAAS	2016/11/09 18:03	2016/11/09 19:23	UNICO	ALTURA DO NÚMERO 755	Inativo Intransitável
2669	Zona Sul	Santo Amaro	AV DAS NACOES UNIDAS,	2016/11/09 18:10	2016/11/09 20:15	CB/INT - LOCAL	R JAIME DE OLIVEIRA SOUZA	Inativo Transitável
2670	Zona Sul	Santo Amaro	AV SANTO AMARO	2016/11/09 18:13	2016/11/09 18:14	BAIRRO/CENTRO	ALTURA DO NÚMERO 4055	Inativo Transitável
2671	Zona Sul	Santo Amaro	AV VITOR MANZINI	2016/11/09 18:18	2016/11/09 19:29	CENTRO/BAIRRO	R CRISTALINO ROLIM DE FREITAS	Inativo Transitável
2672	Zona Sul	Santo Amaro	AV DAS NACOES UNIDAS	2016/11/09 18:58	2016/11/09 19:17	INT/CB - LOCAL	R PROF CAMPOS DE OLIVEIRA	Inativo Transitável
2673	Zona Norte	Casa Verde	MARGINAL TIETE ASCB CENTRAL	2016/11/06 17:10	2016/11/06 19:49	AS/CB - CENTRAL	PTE ADHEMAR FERREIRA DA SILVA	Inativo Transitável
2674	Zona Norte	Casa Verde	MARGINAL TIETE	2016/11/06 17:25	2016/11/06 19:49	AS/CB - EXP	PTE JORN WALTER ABRAHAO	Inativo Transitável
2675	Zona Norte	Vila Maria/ Vila Guilherme	MARGINAL TIETE	2016/11/06 17:05	2016/11/06 19:49	AS/CB - CENTRAL	PTE DA VILA GUILHERME	Inativo Transitável
2676	Zona Norte	Santana	MARGINAL TIETE	2016/11/06 17:08	2016/11/06 19:49	AS/CB - EXP	PTE CRUZEIRO DO SUL	Inativo Transitável
2677	Zona Norte	Casa Verde	MARGINAL TIETE	2016/11/03 10:09	2016/11/03 11:27	AS/CB - EXP	PTE JORN WALTER ABRAHAO	Inativo Transitável
2678	Zona Norte	Freguesia do Ó	R ENEIAS LUIS CARLOS BARBANTI	2016/11/03 10:46	2016/11/03 14:25	AMBOS	ALTURA DO NÚMERO 612	Inativo Transitável
2679	Centro	Sé	PC DA BANDEIRA	2016/11/03 09:42	2016/11/03 10:45	CENTRO/BAIRRO	RUA SAO FRANCISCO	Inativo Intransitável
2680	Centro	Sé	MARGINAL TIETE	2016/11/03 09:44	2016/11/03 14:15	CB/AS - CENTRAL	PTE GOV ORESTES QUERCIA	Inativo Transitável
2681	Centro	Sé	MARGINAL TIETE	2016/11/03 10:07	2016/11/03 11:26	CB/AS - CENTRAL	PTE JORN WALTER ABRAHAO	Inativo Transitável
2682	Centro	Sé	PC MAL DEODORO	2016/11/03 10:31	2016/11/03 16:59	C/B	ALTURA DO NÚMERO 171	Inativo Transitável
2683	Centro	Sé	R PORTO SEGURO	2016/11/03 12:39	2016/11/03 23:49	UNICO	R PORTO CALVO	Inativo Transitável
2684	Centro	Sé	PC MAL DEODORO	2016/11/03 15:37	2016/11/03 15:52	C/B	AV ANGELICA	Inativo Transitável
2685	Zona Oeste	Butantã	AV MAGALHAES DE CASTRO	2016/11/03 09:43	2016/11/03 11:46	CB/INT - LOCAL	PTE ENG ROBERTO ROSSI ZUCCOLO	Inativo Transitável
2686	Zona Oeste	Butantã	MARGINAL PINHEIROS	2016/11/03 10:54	2016/11/03 11:49	INT/CB - EXP	PTE CAIO POMPEU DE TOLEDO	Inativo Transitável
2687	Zona Oeste	Lapa	PC PASCOAL MARTINS	2016/11/03 10:06	2016/11/03 13:50	B/C	R ROBERT BOSCH	Inativo Transitável
2688	Zona Oeste	Lapa	PC DR PEDRO CORAZZA,	2016/11/03 10:28	2016/11/03 14:25	B/C	AV ERMANO MARCHETTI	Inativo Transitável
2689	Zona Oeste	Lapa	AV PRES CASTELO BRANCO	2016/11/03 13:14	2016/11/03 19:23	CB/AS - LOCAL	PTE JULIO DE MESQUITA NETO	Inativo Intransitável
2690	Zona Oeste	Pinheiros	AV DAS NACOES UNIDAS	2016/11/03 09:36	2016/11/03 12:20	INT/CB - LOCAL	R PAIS LEME	Inativo Transitável
2691	Zona Sul	Santo Amaro	MARGINAL PINHEIROS	2016/11/03 11:12	2016/11/03 12:20	CB/INT - EXP	PTE OCTAVIO FRIAS DE OLIVEIRA	Inativo Transitável
2692	Zona Sudeste	Ipiranga	AV PROF ABRAAO DE MORAIS	2016/11/03 10:21	2016/11/03 10:42	SANTOS/S PAULO	R RIBEIRO LACERDA	Inativo Intransitável
2693	Zona Sudeste	Ipiranga	AV PROF ABRAAO DE MORAIS	2016/11/03 10:46	2016/11/03 10:50	AMBOS	R FREI ROLIM	Inativo Transitável
2694	Zona Sudeste	Vila Mariana	AV RUBEM BERTA	2016/11/03 09:40	2016/11/03 12:12	AER/ST	CV JOAO JORGE SAAD	Inativo Transitável
2695	Zona Sudeste	Vila Mariana	R ESTELA	2016/11/03 09:44	2016/11/03 12:04	UNICO	AV VINTE E TRES DE MAIO	Inativo Transitável
2696	Zona Norte	Freguesia do Ó	AV ANTONIO MUNHOZ BONILHA	2016/10/31 17:32	2016/10/31 17:39	AMBOS	AV NSRA.DO O	Inativo Transitável
2697	Zona Oeste	Lapa	R JOAQUIM MACHADO	2016/10/31 20:37	2016/10/31 22:49	UNICO	ALTURA DO Nº69	Inativo Transitável
2698	Zona Oeste	Lapa	R JOAQUIM MACHADO	2016/10/31 21:34	2016/10/31 23:04	UNICO	ALTURA DO Nº69	Inativo Transitável
2699	Zona Leste	Itaim Paulista	R PDE VIRGILIO CAMPELO	2016/10/31 19:17	2016/10/31 20:36	AMBOS	ALTURA DO Nº96	Inativo Transitável
2700	Zona Norte	Perus	R BINGA	2016/10/27 15:44	2016/10/27 15:46	CENTRO/BAIRRO	ES DE PERUS	Inativo Intransitável
2701	Zona Norte	Santana	AV ZAKI NARCHI	2016/10/27 07:43	2016/10/27 07:47	CENTRO/BAIRRO	ALTURA DO Nº656	Inativo Transitável
2702	Zona Norte	Santana	AV CRUZEIRO DO SUL	2016/10/27 18:13	2016/10/27 18:30	IPIRANGA/SANTANA	ALTURA DO Nº400	Inativo Transitável
2703	Centro	Sé	AV VINTE E TRES DE MAIO	2016/10/27 05:54	2016/10/27 06:33	SANTANA/AEROPORTO	ALTURA DO Nº100	Inativo Transitável
2704	Centro	Sé	R FLORENCIO DE ABREU	2016/10/27 06:24	2016/10/27 06:30	UNICO	AV SEN QUEIROS	Inativo Intransitável
2705	Centro	Sé	AV VINTE E TRES DE MAIO	2016/10/27 06:31	2016/10/27 06:33	SANTANA/AEROPORTO	PC DA BANDEIRA	Inativo Transitável
2706	Centro	Sé	R FLORENCIO DE ABREU	2016/10/27 09:52	2016/10/27 10:31	CENTRO/BAIRRO	AV SEN QUEIROS	Inativo Transitável
2707	Zona Sul	Santo Amaro	AV VER JOSE DINIZ	2016/10/27 09:13	2016/10/27 09:40	UNICO	ALTURA DO Nº3300	Inativo Transitável
2708	Zona Sudeste	Vila Mariana	VD JOAO JULIAO DA COSTA AGUIAR	2016/10/27 06:15	2016/10/27 06:36	CENTRO/BAIRRO	ALTURA DO Nº1	Inativo Transitável
2709	Centro	Sé	R FLORENCIO DE ABREU	2016/10/26 09:13	2016/10/26 09:40	UNICO	AV SEN QUEIROS	Inativo Transitável
2710	Centro	Sé	VD DO CHA	2016/10/25 06:55	2016/10/25 07:12	PATRIARCA/R AZEVEDO	ALTURA DO Nº50	Inativo Intransitável
2711	Centro	Sé	AV SEN QUEIROS	2016/10/21 08:29	2016/10/21 08:58	UNICO	R FLORENCIO DE ABREU	Inativo Transitável
2712	Zona Oeste	Butantã	AV LINEU DE PAULA MACHADO	2016/10/21 07:47	2016/10/21 12:26	JOQUEI/USP	ALTURA DO Nº1263	Inativo Transitável
2713	Zona Oeste	Butantã	AV LINEU DE PAULA MACHADO	2016/10/21 07:47	2016/10/21 12:26	JOQUEI/USP	ALTURA DO Nº356	Inativo Transitável
2714	Zona Oeste	Butantã	AV LINEU DE PAULA MACHADO	2016/10/21 15:25	2016/10/21 16:25	JOQUEI/USP	ALTURA DO Nº370	Inativo Transitável
2715	Zona Norte	Pirituba/Jaraguá	R INACIO LUIS DA COSTA	2016/10/20 17:52	2016/10/20 17:56	CENTRO/BAIRRO	VIA ANHANGUERA	Inativo Intransitável
2716	Centro	Sé	PC DA BANDEIRA	2016/10/20 18:04	2016/10/20 18:06	UNICO	R S FRANCISCO	Inativo Transitável
2717	Zona Oeste	Butantã	R ENG OSCAR AMERICANO	2016/10/20 17:07	2016/10/20 17:23	BAIRRO/CENTRO	R CIRCULAR DO BOSQUE	Inativo Intransitável
2718	Zona Oeste	Butantã	PC JORGE DE LIMA	2016/10/20 17:07	2016/10/20 17:23	BAIRRO/CENTRO	AV PROF FRANCISCO MORATO	Inativo Transitável
2719	Zona Oeste	Butantã	AV DOS TAJURAS	2016/10/20 17:23	2016/10/20 20:03	BAIRRO/CENTRO	R DR ALBERTO DA SILVEIRA	Inativo Intransitável
2720	Zona Oeste	Butantã	AV DOS TAJURAS	2016/10/20 17:23	2016/10/20 20:03	BAIRRO/CENTRO	R DR ALBERTO DA SILVEIRA	Inativo Intransitável
2721	Zona Oeste	Lapa	AV EMB MACEDO SOARES	2016/10/20 17:35	2016/10/20 17:54	C BRANCO/A SENNA	PTE ATTILIO FONTANA	Inativo Transitável
2722	Zona Oeste	Lapa	R GUAICURUS	2016/10/20 18:18	2016/10/20 18:48	UNICO	PC MIGUEL DELL ERBA	Inativo Intransitável
2723	Zona Oeste	Lapa	RUA COROLIANO	2016/10/20 18:18	2016/10/20 18:50	AMBOS	RUA MONTEIRO DE MELO	Inativo Intransitável
2724	Zona Oeste	Lapa	RUA COROLIANO	2016/10/20 18:18	2016/10/20 18:52	AMBOS	RUA JEROAQUARA	Inativo Intransitável
2725	Zona Oeste	Lapa	R MONTEIRO DE MELO	2016/10/20 18:20	2016/10/20 18:51	AMBOS	R CLELIA	Inativo Transitável
2726	Zona Oeste	Lapa	AV RAIMUNDO PEREIRA DE MAGALHAES	2016/10/20 20:26	2016/10/20 21:44	AMBOS	PTE FEPASA	Inativo Transitável
2727	Zona Oeste	Pinheiros	AV DAS NACOES UNIDAS	2016/10/20 17:07	2016/10/20 17:23	BAIRRO/CENTRO	R OLIVIA FEDER	Inativo Transitável
2728	Zona Norte	Santana	AV CRUZEIRO DO SUL	2016/10/18 17:08	2016/10/19 10:19	IPIRANGA/SANTANA	ALTURA DO Nº400	Inativo Transitável
2729	Centro	Sé	AV VINTE E TRES DE MAIO	2016/10/18 15:24	2016/10/18 15:34	SANTANA/AEROPORTO	PC DA BANDEIRA	Inativo Intransitável
2730	Zona Leste	Mooca	AV CELSO GARCIA	2016/10/18 15:43	2016/10/18 16:01	UNICO	AV RANGEL PESTANA	Inativo Transitável
2731	Zona Norte	Casa Verde	AV OTAVIANO ALVES DE LIMA	2016/10/17 17:15	2016/10/17 17:24	A SENNA/CASTELO B	PTE JORN WALTER ABRAHAO	Inativo Transitável
2732	Zona Norte	Vila Maria/ Vila Guilherme	AV MORVAN DIAS DE FIGUEIREDO	2016/10/17 17:08	2016/10/17 17:28	A SENNA/CASTELO B	R DA COROA	Inativo Intransitável
2733	Centro	Sé	AV VINTE E TRES DE MAIO	2016/10/17 17:00	2016/10/17 17:12	AEROPORTO/SANTANA	R DO OUVIDOR	Inativo Transitável
2734	Centro	Sé	PC DA BANDEIRA	2016/10/17 17:08	2016/10/17 17:28	BAIRRO/CENTRO	AV NOVE DE JULHO	Inativo Transitável
2735	Centro	Sé	PC DA BANDEIRA	2016/10/17 17:08	2016/10/17 17:12	BAIRRO/CENTRO	AV VINTE E TRES DE MAIO	Inativo Transitável
2736	Zona Leste	Guaianases	R GETULINA	2016/10/14 18:06	2016/10/14 18:23	BAIRRO/CENTRO	R BELMIRO VALVERDE	Inativo Intransitável
2737	Zona Leste	Mooca	AV CELSO GARCIA	2016/10/13 16:33	2016/10/13 19:05	BAIRRO/CENTRO	R SALDANHA MARINHO	Inativo Intransitável
2738	Zona Leste	Penha	AV BUENOS AIRES	2016/10/13 18:18	2016/10/13 18:20	BAIRRO/CENTRO	R MARIA LEOCADIA	Inativo Transitável
2739	Zona Oeste	Pinheiros	R ESTADOS UNIDOS	2016/10/06 21:41	2016/10/06 22:50	BAIRRO/CENTRO	ALTURA DO Nº671	Inativo Transitável
2740	Centro	Sé	R FLORENCIO DE ABREU	2016/10/04 10:54	2016/10/04 14:32	BAIRRO/CENTRO	ALTURA DO Nº671	Inativo Transitável
2741	Zona Oeste	Butantã	R ANGELO COLUCCI	2016/10/04 08:31	2016/10/04 08:37	BAIRRO/CENTRO	ALTURA DO Nº115	Inativo Intransitável
2742	Zona Norte	Santana	AV GAL ATALIBA LEONEL	2016/10/03 17:16	2016/10/03 22:34	CENTRO/BAIRRO	ALTURA DO Nº656	Inativo Transitável
2743	Centro	Sé	R FLORENCIO DE ABREU	2016/10/03 14:28	2016/10/03 22:19	CENTRO/BAIRRO	AV SEN QUEIROS	Inativo Transitável
2744	Zona Oeste	Pinheiros	Padrão não compreendido	2016/09/30 18:35	Horário não informado no Site	CB/INT	PTE ENG. ARI TORRES	Ativo Intransitável
2745	Centro	Sé	PC MAL DEODORO	2016/09/28 07:27	2016/09/28 08:58	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2746	Centro	Sé	PC MAL DEODORO	2016/09/28 07:27	2016/09/28 08:58	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2747	Centro	Sé	PC MAL DEODORO	2016/09/28 07:27	2016/09/28 08:58	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2748	Centro	Sé	PC MAL DEODORO	2016/09/28 07:27	2016/09/28 08:58	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2749	Centro	Sé	PC MAL DEODORO	2016/09/28 07:27	2016/09/28 08:58	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2750	Centro	Sé	PC MAL DEODORO	2016/09/28 07:27	2016/09/28 08:58	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2751	Centro	Sé	PC MAL DEODORO	2016/09/28 07:27	2016/09/28 08:58	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2752	Zona Oeste	Lapa	PC MAL DEODORO	2016/09/28 07:27	2016/09/28 08:58	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2753	Centro	Sé	PC MAL DEODORO	2016/09/27 06:51	2016/09/27 12:05	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2754	Centro	Sé	PC MAL DEODORO	2016/09/27 06:51	2016/09/27 12:05	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2755	Centro	Sé	PC MAL DEODORO	2016/09/27 06:51	2016/09/27 12:05	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2756	Centro	Sé	PC MAL DEODORO	2016/09/27 06:51	2016/09/27 12:05	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2757	Centro	Sé	PC MAL DEODORO	2016/09/27 06:51	2016/09/27 12:05	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2758	Centro	Sé	PC MAL DEODORO	2016/09/27 06:51	2016/09/27 12:05	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2759	Centro	Sé	PC MAL DEODORO	2016/09/27 06:51	2016/09/27 12:05	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2760	Zona Oeste	Lapa	PC MAL DEODORO	2016/09/27 06:51	2016/09/27 12:05	BAIRRO/CENTRO	R S VICENTE DE PAULO	Inativo Transitável
2761	Zona Oeste	Pinheiros	RUA SUMIDOURO	2016/09/26 16:14	2016/09/26 16:45	BAIRRO/CENTRO	ALTURA DO N. 557	Inativo Transitável
2762	Zona Oeste	Pinheiros	R SUMIDOURO	2016/09/26 16:14	2016/09/26 16:45	UNICA	ALTURA DO NÚMERO 557	Inativo Transitável
2763	Zona Oeste	Pinheiros	R SUMIDOURO	2016/09/26 16:14	2016/09/26 16:45	UNICA	ALTURA DO NÚMERO 557	Inativo Transitável
2764	Zona Oeste	Pinheiros	R SUMIDOURO	2016/09/26 16:14	2016/09/26 16:45	UNICA	ALTURA DO NÚMERO 557	Inativo Transitável
2765	Zona Oeste	Pinheiros	R SUMIDOURO	2016/09/26 16:14	2016/09/26 16:45	UNICA	ALTURA DO NÚMERO 557	Inativo Transitável
2766	Zona Oeste	Pinheiros	R SUMIDOURO	2016/09/26 16:14	2016/09/26 16:45	UNICA	ALTURA DO NÚMERO 557	Inativo Transitável
2767	Zona Oeste	Pinheiros	R SUMIDOURO	2016/09/26 16:14	2016/09/26 16:45	UNICA	ALTURA DO NÚMERO 557	Inativo Transitável
2768	Zona Oeste	Pinheiros	R SUMIDOURO	2016/09/26 16:14	2016/09/26 16:45	UNICA	ALTURA DO NÚMERO 557	Inativo Transitável
2769	Zona Leste	Aricanduva/ Vila Formosa	AV CONS CARRAO	2016/09/26 12:51	2016/09/26 13:56	BAIRRO/CENTRO	ALTURA DO N. 2066	Inativo Transitável
2770	Zona Leste	Aricanduva/ Vila Formosa	AV CONS CARRAO	2016/09/26 12:51	2016/09/26 13:36	UNICA	ALTURA DO NÚMERO 2066	Inativo Transitável
2771	Zona Leste	Aricanduva/ Vila Formosa	AV CONS CARRAO	2016/09/26 12:51	2016/09/26 13:36	UNICA	ALTURA DO NÚMERO 2066	Inativo Transitável
2772	Zona Leste	Aricanduva/ Vila Formosa	AV CONS CARRAO	2016/09/26 12:51	2016/09/26 13:36	UNICA	ALTURA DO NÚMERO 2066	Inativo Transitável
2773	Zona Leste	Aricanduva/ Vila Formosa	AV CONS CARRAO	2016/09/26 12:51	2016/09/26 13:36	UNICA	ALTURA DO NÚMERO 2066	Inativo Transitável
2774	Zona Leste	Aricanduva/ Vila Formosa	AV CONS CARRAO	2016/09/26 12:51	2016/09/26 13:36	UNICA	ALTURA DO NÚMERO 2066	Inativo Transitável
2775	Zona Leste	Aricanduva/ Vila Formosa	AV CONS CARRAO	2016/09/26 12:51	2016/09/26 13:36	UNICA	ALTURA DO NÚMERO 2066	Inativo Transitável
2776	Zona Leste	Aricanduva/ Vila Formosa	AV CONS CARRAO	2016/09/26 12:51	2016/09/26 13:36	UNICA	ALTURA DO NÚMERO 2066	Inativo Transitável
2777	Centro	Sé	R BRIG TOBIAS	2016/09/19 14:56	2016/09/19 15:11	BAIRRO/CENTRO	R MAUA (S CECILIA)	Inativo Transitável
2778	Centro	Sé	R BRIG TOBIAS, 672	2016/09/19 14:56	2016/09/19 15:11	UNICA	R MAUA (S CECILIA)	Inativo Transitável
2779	Centro	Sé	R BRIG TOBIAS, 672	2016/09/19 14:56	2016/09/19 15:11	UNICA	R MAUA (S CECILIA)	Inativo Transitável
2780	Centro	Sé	R BRIG TOBIAS, 672	2016/09/19 14:56	2016/09/19 15:11	UNICA	R MAUA (S CECILIA)	Inativo Transitável
2781	Centro	Sé	R BRIG TOBIAS, 672	2016/09/19 14:56	2016/09/19 15:11	UNICA	R MAUA (S CECILIA)	Inativo Transitável
2782	Centro	Sé	R BRIG TOBIAS, 672	2016/09/19 14:56	2016/09/19 15:11	UNICA	R MAUA (S CECILIA)	Inativo Transitável
2783	Centro	Sé	R BRIG TOBIAS, 672	2016/09/19 14:56	2016/09/19 15:11	UNICA	R MAUA (S CECILIA)	Inativo Transitável
2784	Centro	Sé	R BRIG TOBIAS, 672	2016/09/19 14:56	2016/09/19 15:11	UNICA	R MAUA (S CECILIA)	Inativo Transitável
2785	Centro	Sé	AL SANTOS	2016/09/11 18:26	2016/09/11 18:36	BAIRRO/CENTRO	R PDE JOAO MANUEL (JD PAULISTA)	Inativo Intransitável
2786	Centro	Sé	AL SANTOS	2016/09/11 18:26	2016/09/11 18:35	AMBOS	R PDE JOAO MANUEL (JD PAULISTA)	Inativo Transitável
2787	Centro	Sé	AL SANTOS	2016/09/11 18:26	2016/09/11 18:35	AMBOS	R PDE JOAO MANUEL (JD PAULISTA)	Inativo Transitável
2788	Centro	Sé	AL SANTOS	2016/09/11 18:26	2016/09/11 18:35	AMBOS	R PDE JOAO MANUEL (JD PAULISTA)	Inativo Transitável
2789	Centro	Sé	AL SANTOS	2016/09/11 18:26	2016/09/11 18:35	AMBOS	R PDE JOAO MANUEL (JD PAULISTA)	Inativo Transitável
